EPOCH	LOSS	EER	AUC	S_FAC	D_FAC
0001	0.8991	0.51	0.49
0002	0.8684	0.51	0.48
0003	0.8395	0.51	0.48
0004	0.8124	0.50	0.49
0005	0.7902	0.51	0.48
0006	0.7708	0.51	0.48
0007	0.7433	0.50	0.48
0008	0.7247	0.49	0.46
0009	0.7020	0.49	0.44
0010	0.6770	0.49	0.43
0011	0.6577	0.49	0.41
0012	0.6390	0.49	0.45
0013	0.6295	0.47	0.46
0014	0.6169	0.45	0.49
0015	0.6141	0.44	0.52
0016	0.6093	0.44	0.51
0017	0.6054	0.44	0.52
0018	0.6080	0.44	0.51
0019	0.6163	0.44	0.49
0020	0.6139	0.45	0.44
0021	0.6167	0.44	0.44
0022	0.6103	0.45	0.46
0023	0.6258	0.47	0.37
0024	0.6280	0.46	0.40
0025	0.6241	0.45	0.41
0026	0.6274	0.44	0.43
0027	0.6271	0.45	0.36
0028	0.6382	0.45	0.31
0029	0.6413	0.45	0.28
0030	0.6460	0.45	0.23
0031	0.6462	0.45	0.21
0032	0.6479	0.46	0.17
0033	0.6539	0.45	0.12
0034	0.6545	0.45	0.13
0035	0.6603	0.45	0.12
0036	0.6570	0.48	0.08
0037	0.6461	0.45	0.10
0038	0.6436	0.45	0.12
0039	0.6657	0.47	0.07
0040	0.6772	0.47	0.06
0041	0.6889	0.47	0.06
0042	0.6752	0.47	0.05
0043	0.6733	0.47	0.04
0044	0.6596	0.42	0.09
0045	0.6658	0.44	0.04
0046	0.6627	0.47	0.04
0047	0.6876	0.48	0.04
0048	0.6816	0.48	0.03
0049	0.6804	0.46	0.03
0050	0.6590	0.48	0.02
0051	0.6710	0.48	0.02
0052	0.6764	0.46	0.04
0053	0.6726	0.43	0.07
0054	0.6591	0.44	0.06
0055	0.6548	0.42	0.09
0056	0.6511	0.45	0.06
0057	0.6700	0.44	0.08
0058	0.6593	0.46	0.05
0059	0.6494	0.47	0.04
0060	0.6692	0.48	0.03
0061	0.6557	0.45	0.04
0062	0.6553	0.48	0.03
0063	0.6748	0.48	0.04
0064	0.6601	0.46	0.06
0065	0.6612	0.47	0.06
0066	0.6561	0.45	0.04
0067	0.6406	0.46	0.04
0068	0.6505	0.47	0.05
0069	0.6365	0.47	0.04
0070	0.6331	0.48	0.03
0071	0.6344	0.48	0.02
0072	0.6414	0.46	0.03
0073	0.6267	0.44	0.04
0074	0.6422	0.46	0.03
0075	0.6328	0.47	0.02
0076	0.6175	0.46	0.02
0077	0.6360	0.46	0.02
0078	0.6374	0.47	0.01
0079	0.6251	0.47	0.01
0080	0.6326	0.47	0.02
0081	0.6174	0.46	0.02
0082	0.6078	0.46	0.02
0083	0.6020	0.47	0.04
0084	0.6080	0.47	0.03
0085	0.6113	0.47	0.03
0086	0.6065	0.46	0.02
0087	0.6040	0.43	0.04
0088	0.6032	0.47	0.02
0089	0.6219	0.47	0.02
0090	0.6202	0.48	0.01
0091	0.6452	0.48	0.01
0092	0.6293	0.47	0.01
0093	0.6220	0.47	0.01
0094	0.6117	0.48	0.01
0095	0.6195	0.48	0.01
0096	0.6229	0.48	0.01
0097	0.6283	0.48	0.01
0098	0.6110	0.48	0.01
0099	0.6141	0.48	0.01
0100	0.6243	0.47	0.01
0101	0.6151	0.47	0.01
0102	0.6715	0.47	0.01
0103	0.6159	0.46	0.02
0104	0.6011	0.45	0.02
0105	0.5909	0.44	0.03
0106	0.6023	0.46	0.02
0107	0.5961	0.45	0.02
0108	0.5961	0.44	0.03
0109	0.5880	0.44	0.03
0110	0.5911	0.46	0.02
0111	0.5920	0.45	0.02
0112	0.5990	0.43	0.03
0113	0.5894	0.45	0.03
0114	0.5843	0.43	0.04
0115	0.5814	0.44	0.03
0116	0.5839	0.46	0.02
0117	0.5761	0.45	0.03
0118	0.5761	0.44	0.04
0119	0.5694	0.42	0.06
0120	0.5653	0.44	0.04
0121	0.5689	0.46	0.03
0122	0.5705	0.44	0.04
0123	0.5764	0.45	0.03
0124	0.5723	0.45	0.03
0125	0.5666	0.47	0.02
0126	0.5691	0.47	0.02
0127	0.5709	0.47	0.02
0128	0.5774	0.46	0.02
0129	0.5776	0.44	0.03
0130	0.5709	0.45	0.03
0131	0.5694	0.44	0.02
0132	0.5714	0.47	0.01
0133	0.5708	0.47	0.01
0134	0.5682	0.44	0.02
0135	0.5640	0.42	0.05
0136	0.5523	0.44	0.04
0137	0.5512	0.42	0.05
0138	0.5448	0.44	0.05
0139	0.5532	0.43	0.06
0140	0.5612	0.42	0.06
0141	0.5470	0.42	0.07
0142	0.5374	0.40	0.08
0143	0.5416	0.43	0.08
0144	0.5342	0.42	0.09
0145	0.5395	0.40	0.10
0146	0.5537	0.41	0.05
0147	0.5489	0.48	0.24
0148	0.5375	0.44	0.11
0149	0.5309	0.44	0.06
0150	0.5279	0.41	0.17
0151	0.5231	0.41	0.15
0152	0.5201	0.42	0.07
0153	0.5300	0.44	0.05
0154	0.5293	0.42	0.06
0155	0.5337	0.45	0.16
0156	0.5278	0.44	0.16
0157	0.5235	0.42	0.18
0158	0.5166	0.40	0.15
0159	0.5269	0.41	0.14
0160	0.5345	0.41	0.11
0161	0.5194	0.40	0.10
0162	0.5207	0.38	0.11
0163	0.5186	0.38	0.18
0164	0.5150	0.42	0.06
0165	0.5194	0.40	0.08
0166	0.5238	0.43	0.04
0167	0.5212	0.45	0.53
0168	0.5194	0.42	0.53
0169	0.5198	0.46	0.41
0170	0.5179	0.48	0.49
0171	0.5149	0.46	0.53
0172	0.5192	0.47	0.28
0173	0.5252	0.52	0.54
0174	0.5189	0.42	0.55
0175	0.5160	0.57	0.44
0176	0.5148	0.59	0.41
0177	0.5121	0.50	0.53
0178	0.5130	0.45	0.03
0179	0.5162	0.45	0.22
0180	0.5107	0.43	0.06
0181	0.5189	0.44	0.05
0182	0.5200	0.46	0.02
0183	0.5220	0.47	0.02
0184	0.5243	0.42	0.25
0185	0.5230	0.48	0.01
0186	0.5305	0.48	0.00
0187	0.5432	0.48	0.02
0188	0.5452	0.51	0.44
0189	0.5137	0.48	0.42
0190	0.5127	0.50	0.51
0191	0.5065	0.48	0.54
0192	0.5067	0.51	0.50
0193	0.5064	0.40	0.21
0194	0.5080	0.43	0.04
0195	0.5109	0.46	0.01
0196	0.5103	0.43	0.08
0197	0.5078	0.49	0.49
0198	0.5068	0.48	0.52
0199	0.5095	0.42	0.07
0200	0.5081	0.50	0.50
0201	0.5092	0.45	0.02
0202	0.5076	0.42	0.11
0203	0.5121	0.48	0.01
0204	0.5144	0.50	0.50
0205	0.5042	0.50	0.51
0206	0.4994	0.51	0.50
0207	0.5007	0.53	0.48
0208	0.5028	0.51	0.50
0209	0.5010	0.47	0.01
0210	0.5053	0.41	0.09
0211	0.5066	0.46	0.02
0212	0.5082	0.46	0.01
0213	0.5072	0.49	0.00
0214	0.5062	0.47	0.01
0215	0.5068	0.45	0.04
0216	0.5005	0.48	0.00
0217	0.5042	0.42	0.27
0218	0.5006	0.42	0.29
0219	0.5108	0.49	0.00
0220	0.5055	0.50	0.49
0221	0.5048	0.50	0.48
0222	0.5053	0.46	0.03
0223	0.5047	0.49	0.00
0224	0.5029	0.48	0.01
0225	0.5153	0.49	0.01
0226	0.5040	0.50	0.48
0227	0.5116	0.49	0.00
0228	0.5059	0.49	0.00
0229	0.5080	0.49	0.00
0230	0.5057	0.50	0.00
0231	0.5102	0.49	0.00
0232	0.5083	0.49	0.00
0233	0.5030	0.49	0.00
0234	0.5039	0.50	0.00
0235	0.5029	0.48	0.01
0236	0.4994	0.47	0.01
0237	0.4970	0.46	0.01
0238	0.5046	0.49	0.00
0239	0.5003	0.49	0.00
0240	0.5049	0.49	0.00
0241	0.5168	0.45	0.02
0242	0.5012	0.47	0.01
0243	0.5011	0.47	0.01
0244	0.5039	0.49	0.00
0245	0.5059	0.49	0.00
0246	0.5023	0.49	0.00
0247	0.5095	0.49	0.00
0248	0.5032	0.49	0.00
0249	0.5052	0.49	0.00
0250	0.5072	0.49	0.00
0251	0.5020	0.49	0.00
0252	0.5052	0.48	0.00
0253	0.5069	0.47	0.01
0254	0.5064	0.49	0.00
0255	0.5079	0.39	0.19
0256	0.5015	0.38	0.18
0257	0.5017	0.39	0.15
0258	0.5025	0.50	0.00
0259	0.5045	0.42	0.14
0260	0.5028	0.48	0.00
0261	0.5080	0.49	0.00
0262	0.5033	0.49	0.00
0263	0.5052	0.49	0.00
0264	0.5476	0.48	0.00
0265	0.5100	0.46	0.01
0266	0.4967	0.40	0.28
0267	0.4981	0.55	0.43
0268	0.5041	0.49	0.00
0269	0.5018	0.48	0.00
0270	0.5000	0.43	0.35
0271	0.5007	0.40	0.09
0272	0.5015	0.44	0.03
0273	0.5016	0.49	0.00
0274	0.5006	0.49	0.00
0275	0.5008	0.50	0.00
0276	0.5043	0.49	0.00
0277	0.5012	0.49	0.00
0278	0.4992	0.44	0.02
0279	0.5032	0.36	0.13
0280	0.4992	0.47	0.00
0281	0.5038	0.48	0.01
0282	0.5035	0.46	0.01
0283	0.5037	0.48	0.00
0284	0.5034	0.41	0.06
0285	0.5005	0.49	0.00
0286	0.5004	0.48	0.00
0287	0.5019	0.38	0.14
0288	0.4997	0.48	0.00
0289	0.5004	0.49	0.00
0290	0.5009	0.41	0.11
0291	0.5044	0.41	0.10
0292	0.5111	0.47	0.01
0293	0.4979	0.46	0.02
0294	0.5046	0.45	0.02
0295	0.4983	0.41	0.07
0296	0.5008	0.49	0.00
0297	0.5031	0.50	0.00
0298	0.4991	0.49	0.00
0299	0.4993	0.51	0.44
0300	0.5036	0.43	0.33
0301	0.4982	0.49	0.00
0302	0.5082	0.42	0.26
0303	0.4971	0.40	0.19
0304	0.4959	0.44	0.03
0305	0.4999	0.49	0.00
0306	0.4993	0.48	0.00
0307	0.4990	0.39	0.13
0308	0.4968	0.47	0.01
0309	0.5014	0.41	0.27
0310	0.4983	0.48	0.00
0311	0.4996	0.47	0.01
0312	0.5006	0.48	0.00
0313	0.5055	0.54	0.44
0314	0.5054	0.53	0.40
0315	0.5019	0.51	0.40
0316	0.5046	0.57	0.43
0317	0.5005	0.46	0.02
0318	0.5072	0.49	0.00
0319	0.5060	0.49	0.00
0320	0.5020	0.49	0.00
0321	0.5343	0.50	0.00
0322	0.5077	0.50	0.00
0323	0.5088	0.50	0.00
0324	0.5003	0.49	0.00
0325	0.4967	0.50	0.00
0326	0.4991	0.55	0.40
0327	0.5016	0.47	0.01
0328	0.4996	0.39	0.22
0329	0.4987	0.50	0.50
0330	0.4997	0.49	0.00
