EPOCH	LOSS	EER	AUC	S_FAC	D_FAC
0001	0.8637	0.40	0.64
0002	0.7940	0.38	0.67
0003	0.7299	0.36	0.70
0004	0.6905	0.33	0.73
0005	0.6640	0.29	0.77
0006	0.6368	0.24	0.83
0007	0.6194	0.20	0.86
0008	0.6223	0.21	0.85
0009	0.6083	0.18	0.87
0010	0.5925	0.17	0.88
0011	0.5829	0.18	0.88
0012	0.5838	0.19	0.86
0013	0.6000	0.22	0.84
0014	0.5922	0.18	0.87
0015	0.5782	0.18	0.88
0016	0.5648	0.17	0.88
0017	0.5569	0.17	0.89
0018	0.5560	0.18	0.88
0019	0.5483	0.17	0.89
0020	0.5439	0.18	0.87
0021	0.5437	0.17	0.89
0022	0.5398	0.17	0.89
0023	0.5325	0.17	0.89
0024	0.5299	0.17	0.89
0025	0.5272	0.16	0.89
0026	0.5229	0.16	0.90
0027	0.5198	0.16	0.90
0028	0.5362	0.16	0.89
0029	0.5230	0.16	0.90
0030	0.5223	0.16	0.90
0031	0.5187	0.16	0.89
0032	0.5173	0.16	0.90
0033	0.5155	0.16	0.90
0034	0.5182	0.17	0.90
0035	0.5188	0.16	0.90
0036	0.5165	0.16	0.90
0037	0.5115	0.16	0.91
0038	0.5095	0.16	0.91
0039	0.5260	0.16	0.90
0040	0.5151	0.16	0.90
0041	0.5108	0.16	0.91
0042	0.5101	0.16	0.91
0043	0.5106	0.16	0.91
0044	0.5049	0.16	0.91
0045	0.5091	0.16	0.91
0046	0.5116	0.16	0.90
0047	0.5081	0.16	0.90
0048	0.5033	0.16	0.91
0049	0.5026	0.16	0.91
0050	0.5073	0.16	0.91
0051	0.5075	0.28	0.79
0052	0.5137	0.16	0.90
0053	0.5044	0.16	0.91
0054	0.5049	0.16	0.91
0055	0.5014	0.16	0.91
0056	0.5055	0.16	0.91
0057	0.5045	0.16	0.91
0058	0.5047	0.16	0.91
0059	0.5117	0.16	0.91
0060	0.5045	0.16	0.91
0061	0.5055	0.16	0.91
0062	0.5023	0.16	0.91
0063	0.5021	0.16	0.91
0064	0.5028	0.17	0.89
0065	0.5016	0.16	0.91
0066	0.5030	0.16	0.91
0067	0.5009	0.16	0.91
0068	0.5000	0.15	0.92
0069	0.5012	0.16	0.91
0070	0.5001	0.16	0.91
0071	0.5041	0.16	0.91
0072	0.4998	0.15	0.92
0073	0.5039	0.15	0.91
0074	0.4991	0.15	0.92
0075	0.4972	0.15	0.92
0076	0.5006	0.16	0.91
0077	0.4994	0.15	0.92
0078	0.4946	0.15	0.92
0079	0.4945	0.15	0.93
0080	0.4937	0.15	0.92
0081	0.4974	0.16	0.92
0082	0.4989	0.15	0.93
0083	0.4979	0.15	0.93
0084	0.4970	0.15	0.93
0085	0.4990	0.15	0.93
0086	0.4949	0.15	0.93
0087	0.4995	0.15	0.93
0088	0.5004	0.15	0.93
0089	0.4959	0.15	0.93
0090	0.4967	0.15	0.93
0091	0.4965	0.15	0.94
0092	0.5008	0.15	0.93
0093	0.4949	0.15	0.93
0094	0.4950	0.15	0.94
0095	0.4973	0.15	0.93
0096	0.4948	0.15	0.94
0097	0.4963	0.15	0.93
0098	0.4957	0.14	0.94
0099	0.5068	0.15	0.94
0100	0.4935	0.14	0.94
0101	0.4910	0.15	0.94
0102	0.4976	0.15	0.94
0103	0.4991	0.15	0.94
0104	0.4952	0.14	0.94
